,titles,dates
3068,Nonuniqueness in spin-density-functional theory on lattices,2005-03-16
3069,"Boundary effect on CDW: Friedel oscillations, STM image",2005-03-17
3070,"A non-Markovian optical signature for detecting entanglement in coupled
  excitonic qubits",2005-06-01
3071,"Strongly nonlinear magnetization above $T_c$ in $\rm
  Bi_2Sr_2CaCu_2O_{8+δ}$",2005-07-26
3072,Quantum dynamics of localized excitations in a symmetric trimer molecule,2005-07-27
3073,The Nernst effect in high-$T_c$ superconductors,2005-10-18
3074,"Extended Bose-Hubbard model with incompressible states at fractional
  numbers",2005-10-26
3075,"Quantum size effect in Pb(100) films: the role of symmetry and
  implication for film growth",2005-11-08
3076,Static vs. dynamical mean field theory of Mott antiferromagnets,2005-11-17
3077,"Spin-nematic order in the frustrated pyrochlore-lattice quantum rotor
  model",2005-11-23
3078,"Formation of bright matter-wave solitons during the collapse of
  Bose-Einstein condensates",2006-01-30
3079,Rupture processes in fiber bundle models,2006-02-16
3080,Charge and spin Hall conductivity in metallic graphene,2006-02-24
3081,Trapping reactions with subdiffusive traps and particles,2006-04-18
3082,"Opposite spin accumulations on the transverse edges by the confining
  potential",2006-04-21
3083,"Emergence of inhomogeneous moments from spin liquid in the
  triangular-lattice Mott insulator $κ$-(ET)$_2$Cu$_2$(CN)$_3$",2006-04-28
3084,"Spin-Wave Theory of the Multiple-Spin Exchange Model on a Triangular
  Lattice in a Magnetic Field : 3-Sublattice Structures",2006-05-12
3085,"Renormalization of Coulomb interactions in s-wave superconductor
  Na$_x$CoO$_2$",2006-07-01
3086,"Antinodal quasiparticles below and above T_Curie in the CMR oxide
  La_(2-2x)Sr_(1+2x)Mn_(2)O_(7) with x=0.36",2006-11-10
3087,"Cyclical interactions with alliance-specific heterogeneous invasion
  rates",2006-12-13
3088,"Effect of electron-electron interactions on the conductivity of clean
  graphene",2006-12-27
3089,"Interaction of solid organic acids with carbon nanotube field effect
  transistors",2007-02-08
3090,Persistence and survival in equilibrium step fluctuations,2007-02-28
3091,A new SISO algorithm with application to turbo equalization,2005-04-06
3092,"Matters of Gravity, Newsletter of the APS TGG on gravitation, number 7",1996-02-01
3093,"General relativity reformed to a genuine Yang-Mills gauge theory for
  gravity",1997-11-18
3094,A cylindrically symmetric solution in Einstein-Maxwell-dilaton gravity,2002-02-07
3095,"Survival of the black hole's Cauchy horizon under non-compact
  perturbations",2002-06-04
3096,From Inflation to Dark Energy,2005-08-04
3097,Curvaton Dynamics in Brane-worlds,2006-08-04
3098,"Jet Production via Strongly-Interacting Color-Singlet Exchange in
  $p\bar{p}$ Collisions",1995-09-29
3099,"Search for Bs->mu+mu- and Bd->mu+mu- Decays in ppbar Collisions at
  sqrt(s)=1.96 TeV",2004-03-19
3100,Search for psi(2S)--> eta_c pi^+ pi^- pi^0,2006-11-14
3101,QCD correlation functions and instantons,1993-11-29
3102,The Effect of Dynamical Gauge Field on the Chiral Fermion on a boundary,1994-05-17
3103,Gluon Propagator in the Infrared Region,1998-03-20
3104,O(2) symmetry breaking vs. vortex loop percolation,2000-03-24
3105,"Study of Charmonia near the deconfining transition on an anisotropic
  lattice with O(a) improved quark action",2000-11-28
3106,$J/ψ$ and $η_c$ in the Deconfined Plasma from Lattice QCD,2003-08-28
3107,The pressure of the SU(N) lattice gauge theory at large-N,2005-06-30
3108,Spontaneous CP Violation at the Electroweak Scale,1992-03-16
3109,Hidden Local Symmetry at One Loop,1992-10-04
3110,"A Review of the Instability of Hot Electroweak Theory and its Bounds on
  $m_h$ and $m_t$",1992-12-22
3111,The Breaking of the SU(3)^3 Gauge Group,1993-02-04
3112,Rapidity gap signals in Higgs production at the SSC,1993-06-09
3113,Higher Dimensional Operators and Low Energy Left-Right Symmetry,1993-06-11
3114,"Finite Temperature Effective Potential for the Abelian Higgs Model to
  the Order $e^4,λ^2$",1993-07-14
3115,Automatic Gauged R-Parity,1993-07-15
3116,Neutrino Mixing and Future Solar Neutrino Experiments,1993-10-26
3117,Constraints on Baryogenesis from the Decay of Superstring Axions,1994-07-19
3118,"A Natural Explanation of All Solar Neutrino Data by Resonant Spin-Flavor
  Precession Scenario",1994-10-27
3119,Infrared Renormalons and Power Corrections in Deep-Inelastic Sum Rules,1994-11-16
3120,Instantons and Meson Correlators in QCD,1995-01-09
3121,Can a pseudo-symmetry solve the cosmological constant problem?,1995-02-05
3122,Can hadrons survive the chiral phase transition ?,1995-06-09
3123,The heavy top quark and right-handed currents,1995-07-28
3124,"Relations between Spin Structure Functions and Quark Mass Corrections to
  Bjorken Sum Rule",1995-08-26
3125,On Bubble Growth and Droplet Decay in Cosmological Phase Transitions,1995-12-01
3126,A Quasi-maximal mixing ansatz for neutrino oscillations,1996-04-02
3127,"Medium Effects on the CP phases and Dynamical Mixing Angles in the
  Neutrino Mixing Matrix",1996-06-12
3128,"Is the ee gamma gamma+ Missing E(T) Event an Evidence of the Light
  Axino?",1996-07-04
3129,"Testing the Vector Condensate Model of Electroweak Interactions at High
  Energy Hadron Colliders",1996-09-24
3130,Dissipating Cosmic Vortons and Baryogenesis,1996-11-29
3131,SUSY and the Electroweak Phase Transition,1996-12-12
3132,Neutrino-antineutrino asymmetry in the early universe,1996-12-18
3133,New Class of Quark Mass Matrix and Calculability of Flavor Mixing Matrix,1997-04-07
3134,Radiative energy loss of hard parton jet in expanding quark-gluon fluid,1997-04-10
3135,Introduction to thermal field theory,1997-05-21
3136,"Possible Explanation for $E > 10^{20}$ eV Air Showers with
  Flavour-Changing Neutral Currents",1997-05-29
3137,Quantum Discrete Symmetry and the Strong CP Problem,1997-06-04
3138,Exact Solutions for Matter-Enhanced Neutrino Oscillations,1997-12-08
3139,B-ball Baryogenesis and the Baryon to Dark Matter Ratio,1998-03-18
3140,Poissonian limit of soft gluon multiplicity,1998-04-27
3141,Introduction to Equilibrium Thermal Field Theory,1998-08-19
3142,"Lattice calculation of the gluon propagator and the strangeness magnetic
  moment of the nucleon",1998-09-01
3143,Dark Matter from Unstable B-balls,1998-09-14
3144,"Dissociation rates of J/psi's with comoving mesons - thermal vs.
  nonequilibrium scenario",1998-09-17
3145,Naive Drell-Yan and Its Successor,1998-10-06
3146,"Effects of magnetohydrodynamics matter density fluctuations on the solar
  neutrino resonant spin-flavor precession",1998-12-16
3147,A Two Channel Calculation of Screening Corrections,1999-01-26
3148,"Maximal $ν_e \to ν_s$ solution to the solar neutrino problem:
  just-so, MSW or energy independent?",1999-05-24
3149,Low x News for Monte Carlo,1999-05-28
3150,Solar Neutrinos and Leptonic CP Violation,1999-06-29
3151,"Comment on the broadening of the $^7$Be neutrino line in vacuum
  oscillation solutions of the solar neutrino",1999-08-11
3152,"CP, T and CPT versus temporal asymmetries for entangled states of the
  Bd-system",1999-08-13
3153,Hard Colour Singlet Exchange at the Tevatron,1999-08-25
3154,"Field-Theoretical Treatment of Neutrino Oscillations: The Strength of
  the Canonical Oscillation Formula",1999-09-13
3155,"Full Numerical Estimation of Neutrino Mixing Parameters from Solar
  Neutrino Data",1999-09-18
3156,Is BFKL ruled out by the Tevatron gaps between jets data ?,1999-12-23
3157,"Determination of equation of state of quark matter from $J/ψ$ and
  $Υ$ suppression at RHIC and LHC",2000-02-29
3158,Determining the Flavour Content of the Low-Energy Solar Neutrino Flux,2000-03-21
3159,Possible Origin of Antimatter Regions in the Baryon Dominated Universe,2000-03-29
3160,CPT-odd Resonances in Neutrino Oscillations,2000-05-18
3161,"Observational constraints on models of inflation from the density
  perturbation and gravitino production",2000-12-06
3162,Suppression of multi-gluon fluctuations in jets at a Linear Collider,2001-01-21
3163,"Mixing of the CP Even and the CP Odd Higgs Bosons and the EDM
  Constraints",2001-02-17
3164,"Pion Production by Parametric Resonance Mechanism with Quantum Back
  Reactions",2001-03-16
3165,"Inflation with Low Reheat Temperature and Cosmological Constraint on
  Stable Charged Massive Particles",2001-03-26
3166,Probabilities of rapidity gaps in high energy interactions,2001-05-15
3167,"How to explicitly introduce the Jaffe-Witten mass gap into the quantum
  Yang-Mills theory",2001-09-21
3168,"A Preliminary Look at the Physics Reach of a Solar Neutrino TPC:
  Time-Independent Two Neutrino Oscillations",2001-09-21
3169,"$Θ$ vacua states in heavy ion collisions in presence of dissipation
  and noise",2001-09-24
3170,Solitosynthesis of Q-balls,2001-10-15
3171,"Anomalous Production of Omega and AntiOmega is Evidence for the
  Formation of Disoriented Chiral Condensates?",2002-01-08
3172,"What can the SNO Neutral Current Rate teach us about the Solar Neutrino
  Anomaly",2002-03-18
3173,U(1) Flavor Symmetry and Proton Decay in Supersymmetric Standard Model,2002-03-20
3174,"Four-Zero Texture of Hermitian Quark Mass Matrices and Current
  Experimental Tests",2002-12-13
3175,The problem of the U(1) axial symmetry and the chiral transition in QCD,2003-09-18
3176,"Green-Schwarz Anomaly Cancellation, World Sheet Instantons and Wormholes",2003-10-13
3177,Atmospheric Neutrinos as a Probe of CPT Violation,2003-12-02
3178,"Medium Modifications of Charm and Charmonium in High-Energy Heavy-Ion
  Collisions",2004-03-18
3179,Discriminating neutrino mass models using Type II seesaw formula,2004-06-07
3180,A New Mechanism For Baryogenesis Living Through Electroweak Era,2004-09-01
3181,"Flavor Structure of Scherk-Schwarz Supersymmetry Breaking and
  Constraints from Low Energy Processes",2004-09-16
3182,Chiral cosmic strings in supergravity,2004-11-19
3183,Solar mass-varying neutrino oscillations,2005-02-21
3184,"Color-spin locking phase in two-flavor quark matter for compact star
  phenomenology",2005-03-30
3185,Survival before annihilation in Psi-prime decays,2005-06-30
3186,Colour-superconducting strangelets in the Nambu--Jona-Lasinio model,2005-07-15
3187,Effective degrees of freedom of the Quark-Gluon Plasma,2005-10-26
3188,Survival Probability of Large Rapidity Gaps,2005-11-06
3189,Sequential charmonium dissociation,2005-12-19
3190,"Quarks, diquarks and QCD mixing in the $N^*$ resonance spectrum",2006-05-31
3191,Monte Carlo studies of the jet activity in Higgs + 2 jet events,2006-08-14
3192,"Evolution of Coupled Scalar and Spinor Particles in Classical Field
  Theory",2006-09-14
3193,"A quantum long time energy red shift: a contribution to varying $α$
  theories",2006-10-28
3194,Gallium data variability and KamLAND,2006-11-27
3195,"A d-Au data-driven prediction of cold nuclear matter effects on $J/ψ$
  production in Au-Au collisions at RHIC",2007-01-26
3196,A novel washout effect in the flavored leptogenesis,2007-03-16
3197,Form Factors in Affine Toda Field Theories,1993-04-27
3198,Twenty Years of the Weyl Anomaly,1993-08-16
3199,A comment on the magical realizations of W_3,1994-01-21
3200,"Perturbative Calculations in the Effective Lagrangian and $2D$ Closed
  String Field Theory",1994-12-05
3201,Quantum Stability of the Phase Transition in Rigid QED,1995-04-07
3202,"Renormalizability and Quantum Stability of the Phase Transition in Rigid
  String Coupled to Kalb-Ramond Fields II",1995-04-07
3203,Supersymmetries in Free Fermionic Strings,1995-05-13
3204,Generating Functions in Two Dimensional Quantum Gravity,1995-06-16
3205,Three Generations in the Fermionic Construction,1995-10-31
3206,Non-Perturbative Dynamics in Supersymmetric Gauge Theories,1997-04-15
3207,Special Conformal Symmetry of Worldvolume Actions,1997-12-07
3208,Anti-de Sitter Fragmentation,1998-12-08
3209,Local conserved charges in principal chiral models,1999-01-31
3210,Superdualities: Below and beyond U-duality,2000-02-04
3211,"Supersymmetry breaking in 5-dimensional space-time with S**1/Z(2)
  compactification",2001-01-30
3212,Non-Commutative Gauge Theories and the Cosmological Constant,2001-06-20
3213,Absence of a VVDZ Discontinuity in AdS_AdS,2001-06-27
3214,Supersymmetry breaking on orbifolds from Wilson lines,2001-10-15
3215,Field theory of scaling lattice models. The Potts antiferromagnet,2001-10-19
3216,"Comments on orientifold projection in the conifold and SO x USp duality
  cascade",2001-10-23
3217,"Identification of perturbation modes and controversies in ekpyrotic
  perturbations",2002-03-21
3218,Speculative generalization of black hole uniqueness to higher dimensions,2002-08-07
3219,Nielsen-Olesen strings in Supersymmetric models,2002-11-25
3220,A geometry for the electroweak field,2003-02-07
3221,"On type II superstrings in bosonic backgrounds: the role of fermions and
  T-duality",2003-03-11
