,titles,dates
3629,"Local Cyber-Physical Attack for Masking Line Outage and Topology Attack
  in Smart Grid",2018-07-24
3630,Self Healing Interconnects with a Near Plastically Stretchable Heal,2018-08-13
3631,"Performance Degradation Assessment for Electrical Machines Based on SOM
  and Hybrid DHMM",2018-09-07
3632,Multilevel MDA-Lite Paris Traceroute,2018-09-26
3633,"Chaos-preserving reduction of the spin-flip model for VCSELs: failure of
  the adiabatic elimination of the spin-population difference",2019-01-31
3634,"Measurements of nonlocal variables and demonstration of the failure of
  the product rule for a pre- and postselected pair of photons",2019-02-22
3635,"From one environment to many: The problem of replicability of
  statistical inferences",2019-04-22
3636,"Knowing When to Stop: Evaluation and Verification of Conformity to
  Output-size Specifications",2019-04-26
3637,Atomic Commitment Across Blockchains,2019-05-08
3638,Window Based BFT Blockchain Consensus,2019-06-11
3639,"Automatic Detection of Myocontrol Failures Based upon Situational
  Context Information",2019-06-27
3640,"Group-Testing on Hypergraphs with Variable-Cost Tests: A Power Systems
  Case Study",2019-09-09
3641,"A novel super-elastic carbon nanofiber with cup-stacked carbon nanocones
  and a screw dislocation",2019-09-13
3642,"Fuzzy Logic Control for Mixed conventional/braking Actuation Mobile
  Robots",2019-09-13
3643,Reasoning in Highly Reactive Environments,2019-09-18
3644,"Resilience of Dynamic Routing in the Face of Recurrent and Random
  Sensing Faults",2019-09-24
3645,"Semi-Analytical Model for Design and Analysis of On-Orbit Servicing
  Architecture",2019-10-08
3646,"DeCaf: Diagnosing and Triaging Performance Issues in Large-Scale Cloud
  Services",2019-10-11
3647,"Very low overhead fault-tolerant magic state preparation using redundant
  ancilla encoding and flag qubits",2020-03-06
3648,"Shannon-Limit Approached Information Reconciliation for Quantum Key
  Distribution",2020-03-08
3649,Implementing Software Resiliency in HPX for Extreme Scale Computing,2020-04-15
3650,"Health Indicator Forecasting for Improving Remaining Useful Life
  Estimation",2020-06-05
3651,Online Bayesian Goal Inference for Boundedly-Rational Planning Agents,2020-06-13
3652,"Assessment of bridge natural frequency as an indicator of scour using
  centrifuge modelling",2020-07-13
3653,"Preliminary Results from a Peer-Led, Social Network Intervention,
  Augmented by Artificial Intelligence to Prevent HIV among Youth Experiencing
  Homelessness",2020-07-11
3654,"Serverless computing for cloud-based power grid emergency generation
  dispatch",2020-07-24
3655,"A Machine Learning Approach to Online Fault Classification in HPC
  Systems",2020-07-27
3656,"Head-to-nerve analysis of electromechanical impairments of diffuse
  axonal injury",2020-08-31
3657,A Self-stabilizing Control Plane for the Edge and Fog Ecosystems,2020-11-04
3658,A Game-Theoretic Analysis of Cross-Chain Atomic Swaps with HTLCs,2020-11-23
3659,"Anomaly Detection through Transfer Learning in Agriculture and
  Manufacturing IoT Systems",2021-02-11
3660,"Block structured adaptive mesh refinement and strong form elasticity
  approach to phase field fracture with applications to delamination, crack
  branching and crack deflection",2021-02-19
3661,"Creating Robust Deep Neural Networks With Coded Distributed Computing
  for IoT Systems",2021-04-09
3662,"SQRP: Sensing Quality-aware Robot Programming System for Non-expert
  Programmers",2021-06-30
3663,"Toward quantifying trust dynamics: How people adjust their trust after
  moment-to-moment interaction with automation",2021-07-15
3664,"Implementing Reactivity in Molecular Dynamics Simulations with Harmonic
  Force Fields",2021-07-30
3665,"Efficient Placement and Migration Policies for an STT-RAM based Hybrid
  L1 Cache for Intermittently Powered Systems",2022-03-04
3666,Learning-based Localizability Estimation for Robust LiDAR Localization,2022-03-11
3667,"Crosslinks increase the elastic modulus and fracture toughness of
  gelatin hydrogels",2022-03-16
3668,"A Rich Recipe Representation as Plan to Support Expressive Multi Modal
  Queries on Recipe Content and Preparation Process",2022-03-31
3669,"Deterministic Sensitivity Oracles for Diameter, Eccentricities and All
  Pairs Distances",2022-04-22
3670,Distributed Randomness from Approximate Agreement,2022-05-24
3671,Finite-Length Analysis of BATS Codes,2013-12-17
3672,"Asynchronous Adaptation and Learning over Networks --- Part I: Modeling
  and Stability Analysis",2013-12-19
3673,"Asynchronous Adaptation and Learning over Networks - Part III:
  Comparison Analysis",2013-12-19
3674,"Data-driven Prognostics with Predictive Uncertainty Estimation using
  Ensemble of Deep Ordinal Regression Models",2019-03-23
3675,"Seeker based Adaptive Guidance via Reinforcement Meta-Learning Applied
  to Asteroid Close Proximity Operations",2019-07-13
3676,"Classified Regression for Bayesian Optimization: Robot Learning with
  Unknown Penalties",2019-07-24
3677,"Interpretability Beyond Classification Output: Semantic Bottleneck
  Networks",2019-07-25
3678,Learning programs by learning from failures,2020-05-05
3679,Vibration Analysis in Bearings for Failure Prevention using CNN,2020-05-06
3680,Deep Learning Assisted Data Inspection for Radio Astronomy,2020-05-27
3681,A Decentralised Self-Healing Approach for Network Topology Maintenance,2020-10-21
3682,"Foureye: Defensive Deception based on Hypergame Theory Against Advanced
  Persistent Threats",2021-01-08
3683,"HyCoR: Fault-Tolerant Replicated Containers Based on Checkpoint and
  Replay",2021-01-23
3684,"An Influence-based Approach for Root Cause Alarm Discovery in Telecom
  Networks",2021-05-07
3685,Cutting Plane Approaches for the Robust Kidney Exchange Problem,2021-05-18
3686,"High Tension Lines: Predicting robustness of high-voltage power-grids to
  cascading failure using network embedding",2021-05-27
3687,Policies for the Dynamic Traveling Maintainer Problem with Alerts,2021-05-31
3688,On proportional network connectivity,2021-06-30
3689,"AID: Efficient Prediction of Aggregated Intensity of Dependency in
  Large-scale Cloud Systems",2021-08-20
3690,Credit Assignment Safety Learning from Human Demonstrations,2021-10-09
3691,"SPON: Enabling Resilient Inter-Ledgers Payments with an
  Intrusion-Tolerant Overlay",2021-10-18
3692,Inverse-Weighted Survival Games,2021-11-16
3693,Advanced MRI for cardiac assessment in mice,2022-01-09
3694,"Robust QoT Assured Resource Allocation in Shared Backup Path Protection
  Based EONs",2022-01-14
3695,Self-stabilizing Byzantine Fault-tolerant Repeated Reliable Broadcast,2022-01-30
3696,"Random Alloy Codes and the Fundamental Limits of Coded Distributed
  Tensors",2022-02-07
3697,"Beyond NaN: Resiliency of Optimization Layers in The Face of
  Infeasibility",2022-02-13
3698,Wastewater Pipe Condition Rating Model Using K- Nearest Neighbors,2022-02-22
3699,DistAD: Software Anomaly Detection Based on Execution Trace Distribution,2022-02-28
3700,"Causal Inference-Based Root Cause Analysis for Online Service Systems
  with Intervention Recognition",2022-06-13
3701,"Anomaly Detection and Inter-Sensor Transfer Learning on Smart
  Manufacturing Datasets",2022-06-13
3702,"Learning to identify cracks on wind turbine blade surfaces using
  drone-based inspection images",2022-07-20
3703,"A Robust Optimization Framework for Two-Echelon Vehicle and UAV Routing
  for Post-Disaster Humanitarian Logistics Operations",2022-07-25
3704,"A local pre-decoder to reduce the bandwidth and latency of quantum error
  correction",2022-08-09
3705,"ANTI-CARLA: An Adversarial Testing Framework for Autonomous Vehicles in
  CARLA",2022-07-19
3706,"Large deviation theory-based adaptive importance sampling for rare
  events in high dimensions",2022-09-13
3707,"A Large-Scale Annotated Multivariate Time Series Aviation Maintenance
  Dataset from the NGAFID",2022-10-13
3708,"Simulation-based Testing of Simulink Models with Test Sequence and Test
  Assessment Blocks",2022-12-22
3709,Haptic Shared Control for Dissipating Phantom Traffic Jams,2022-12-22
3710,"Automatically Reproducing Android Bug Reports Using Natural Language
  Processing and Reinforcement Learning",2023-01-18
3711,FUSEE: A Fully Memory-Disaggregated Key-Value Store (Extended Version),2023-01-24
3712,ChatGPT for Programming Numerical Methods,2023-03-21
3713,Structural Measures of Resilience for Supply Chains,2023-03-22
3714,"Can Agents Run Relay Race with Strangers? Generalization of RL to
  Out-of-Distribution Trajectories",2023-04-26
3715,Reliability Analysis of Gracefully Degrading Automotive Systems,2023-05-12
3716,Shoal: Improving DAG-BFT Latency And Robustness,2023-06-05
3717,"CARNA: Characterizing Advanced heart failure Risk and hemodyNAmic
  phenotypes using learned multi-valued decision diagrams",2023-06-11
3718,"RObotic MAnipulation Network (ROMAN) $\unicode{x2013}$ Hybrid
  Hierarchical Learning for Solving Complex Sequential Tasks",2023-06-30
3719,"A Requirements-Driven Platform for Validating Field Operations of Small
  Uncrewed Aerial Vehicles",2023-07-01
3720,GRAINS: Proximity Sensing of Objects in Granular Materials,2023-07-12
3721,Multi-Stage Cable Routing through Hierarchical Imitation Learning,2023-07-18
3722,"Scale jump-aware pose graph relaxation for monocular SLAM with
  re-initializations",2023-07-23
3723,"Distributed Traffic Engineering in Hybrid Software Defined Networks: A
  Multi-agent Reinforcement Learning Framework",2023-07-29
3724,Fault Tolerance in Euclidean Committee Selection,2023-08-14
3725,"Evolution of conditional cooperation in collective-risk social dilemma
  with repeated group interactions",2023-08-22
3726,A Tutorial on Resilience in Smart Grids,2023-08-30
3727,"Using Neural Networks for Fast SAR Roughness Estimation of High
  Resolution Images",2023-09-06
3728,"GARL: Genetic Algorithm-Augmented Reinforcement Learning to Detect
  Violations in Marker-Based Autonomous Landing Systems",2023-10-11
3729,"Scalable Policies for the Dynamic Traveling Multi-Maintainer Problem
  with Alerts",2024-01-09
3730,"Learning from Imperfect Demonstrations with Self-Supervision for Robotic
  Manipulation",2024-01-17
3731,"Municipal cyber risk modeling using cryptographic computing to inform
  cyber policymaking",2024-02-01
3732,Optimizing Risk-averse Human-AI Hybrid Teams,2024-03-13
3733,"Comprehensive Study Of Predictive Maintenance In Industries Using
  Classification Models And LSTM Model",2024-03-15
3734,"An Energy-Efficient Ensemble Approach for Mitigating Data Incompleteness
  in IoT Applications",2024-03-15
3735,Mitigating errors in logical qubits,2024-05-06
3736,"Multiphysics Simulations of Thermal Shock Testing of Nanofibrous High
  Power Targets",2024-05-29
3737,"Comparative Study of Quantum Transpilers: Evaluating the Performance of
  qiskit-braket-provider, qBraid-SDK, and Pytket Extensions",2024-06-10
3738,"Gaussian process-based online health monitoring and fault analysis of
  lithium-ion battery systems from field data",2024-06-27
3739,"A PRISMA-Driven Bibliometric Analysis of the Scientific Literature on
  Assurance Case Patterns",2024-07-06
3740,"On the Rationale and Use of Assertion Messages in Test Code: Insights
  from Software Practitioners",2024-08-03
3741,"Sparse Low-Ranked Self-Attention Transformer for Remaining Useful
  Lifetime Prediction of Optical Fiber Amplifiers",2024-09-22
3742,Power Plays: Unleashing Machine Learning Magic in Smart Grids,2024-10-20
3743,"Adaptive coupling of peridynamic and classical continuum mechanical
  models driven by broken bond/strength criteria for structural dynamic failure",2024-10-23
3744,"Enhancing Robustness in Language-Driven Robotics: A Modular Approach to
  Failure Reduction",2024-11-08
3745,"Investigating the Use of Productive Failure as a Design Paradigm for
  Learning Introductory Python Programming",2024-11-18
3746,ViUniT: Visual Unit Tests for More Robust Visual Programming,2024-12-12
3747,Distributed Speculative Execution for Resilient Cloud Applications,2024-12-17
3748,"Adaptive Concept Bottleneck for Foundation Models Under Distribution
  Shifts",2024-12-18
3749,"Byzantine Fault Tolerant Protocols with Near-Constant Work per Node
  without Signatures",2025-01-09
3750,"Enhancing Disaster Resilience with UAV-Assisted Edge Computing: A
  Reinforcement Learning Approach to Managing Heterogeneous Edge Devices",2025-01-25
3751,"From Foresight to Forethought: VLM-In-the-Loop Policy Steering via
  Latent Alignment",2025-02-03
3752,"Discovery of skill switching criteria for learning agile quadruped
  locomotion",2025-02-10
3753,"OpenSearch-SQL: Enhancing Text-to-SQL with Dynamic Few-shot and
  Consistency Alignment",2025-02-19
3754,"Risk-aware Integrated Task and Motion Planning for Versatile Snake
  Robots under Localization Failures",2025-02-27
3755,Conformal symmetry and quantum localization in space-time,2008-06-16
3756,The Implementation of a Real-Time Polyphase Filter,2014-11-12
3757,"Treatment of an accelerating observer via the special theory of
  relativity",2018-09-03
3758,High-Quality Real-Time Rendering Using Subpixel Sampling Reconstruction,2023-01-03
3759,RePAD: Real-time Proactive Anomaly Detection for Time Series,2020-01-24
3760,Large Deviations of Cancer Recurrence Timing,2020-12-11
3761,"Resilience Dynamics of Urban Water Security and Potential for Tipping
  Points",2019-04-16
