,titles,dates
3514,"Parametric estimation of conditional Archimedean copula generators for
  censored data",2024-04-10
3515,Disentanglement as a strong cosmic censor,2024-04-16
3516,Interpretable Prediction and Feature Selection for Survival Analysis,2024-04-23
3517,"PWEXP: An R Package Using Piecewise Exponential Model for Study Design
  and Event/Timeline Prediction",2024-04-27
3518,"Investigating the causal effects of multiple treatments using
  longitudinal data: a simulation study",2024-05-02
3519,"Iterative Detection and Decoding Schemes with LLR Refinements in
  Cell-Free Massive MIMO Networks",2024-05-22
3520,"A Latent Variable Approach to Learning High-dimensional Multivariate
  longitudinal Data",2024-05-23
3521,"Bivariate phase-type distributions for experience rating in disability
  insurance",2024-05-29
3522,Survival Data Simulation With the R Package rsurv,2024-06-03
3523,Decentralized and Centralized IDD Schemes for Cell-Free Networks,2024-06-24
3524,Towards diffusion models for large-scale sea-ice modelling,2024-06-26
3525,"Breach By A Thousand Leaks: Unsafe Information Leakage in `Safe' AI
  Responses",2024-07-02
3526,ChatGPT Doesn't Trust Chargers Fans: Guardrail Sensitivity in Context,2024-07-09
3527,Experiences of Censorship on TikTok Across Marginalised Identities,2024-07-19
3528,"Bayesian reliability acceptance sampling plans under adaptive simple
  step stress partial accelerated life test",2024-08-01
3529,"Improving Lung Cancer Diagnosis and Survival Prediction with Deep
  Learning and CT Imaging",2024-08-18
3530,Spectral Recovery in the Labeled SBM,2024-08-23
3531,"Formalizing the causal interpretation in accelerated failure time models
  with unmeasured heterogeneity",2024-09-03
3532,"A general condition for bias attenuation by a nondifferentially
  mismeasured confounder",2024-09-19
3533,Retrieved dropout imputation considering administrative study withdrawal,2024-10-09
3534,A Bayesian promotion time cure model with current status data,2024-10-13
3535,Deep Nonparametric Inference for Conditional Hazard Function,2024-10-23
3536,"Doubly protected estimation for survival outcomes utilizing external
  controls for randomized clinical trials",2024-10-24
3537,Deep Transformation Model,2024-10-25
3538,Toward Conditional Distribution Calibration in Survival Prediction,2024-10-27
3539,"A Bayesian Model for Co-clustering Ordinal Data with Informative Missing
  Entries",2024-11-04
3540,"NinjaDoH: A Censorship-Resistant Moving Target DoH Server Using
  Hyperscalers and IPNS",2024-11-05
3541,"Dave: a decentralized, secure, and lively fraud-proof algorithm",2024-11-08
3542,"Structure-informed operator learning for parabolic Partial Differential
  Equations",2024-11-14
3543,Examining Multimodal Gender and Content Bias in ChatGPT-4o,2024-11-28
3544,"Deep Partially Linear Transformation Model for Right-Censored Survival
  Data",2024-12-10
3545,Deterministic Even-Cycle Detection in Broadcast CONGEST,2024-12-15
3546,"Causal machine learning for heterogeneous treatment effects in the
  presence of missing outcome data",2024-12-27
3547,Mixing times for the open ASEP at the triple point,2025-01-07
3548,"CROPS: Model-Agnostic Training-Free Framework for Safe Image Synthesis
  with Latent Diffusion Models",2025-01-09
3549,"Technical Note: Targeted Maximum Likelihood Estimator for an ATE
  Standardized for New Target Population",2025-01-10
3550,An Integrated Approach to AI-Generated Content in e-health,2025-01-18
3551,"Comparison of the Cox proportional hazards model and Random Survival
  Forest algorithm for predicting patient-specific survival probabilities in
  clinical trial data",2025-02-05
3552,Dynamic Pricing in the Linear Valuation Model using Shape Constraints,2025-02-09
3553,"An Overview and Recent Developments in the Analysis of Multistate
  Processes",2025-02-10
3554,"A Primal Dual Active Set with Continuation Algorithm for
  $\ell_0$-Penalized High-dimensional Accelerated Failure Time Model",2025-02-18
3555,Intermittency and regularity issues in 3D Navier-Stokes turbulence,2004-06-08
3556,"A Distribution Adaptive Framework for Prediction Interval Estimation
  Using Nominal Variables",2015-11-18
3557,Adaptive multigroup confidence intervals with constant coverage,2016-12-25
3558,"On central-max-point tolerance graphs and some subclasses of interval
  catch digraphs",2017-11-30
3559,Interval Universal Approximation for Neural Networks,2020-07-12
3560,"Towards Handling Uncertainty-at-Source in AI -- A Review and Next Steps
  for Interval Regression",2021-04-15
3561,From the weak Bruhat order to crystal posets,2015-10-19
3562,"Empirical Decision Rules for Improving the Uncertainty Reporting of
  Small Sample System Usability Scale Scores",2021-01-02
3563,"Time-Aware Q-Networks: Resolving Temporal Irregularity for Deep
  Reinforcement Learning",2021-05-06
3564,Cardinality of Real Numbers and Set Axiomatization,2021-12-22
3565,"Isolating Bounded and Unbounded Real Roots of a Mixed
  Trigonometric-Polynomial",2023-01-14
3566,Optimal confidence interval for the difference of proportions,2023-08-31
3567,"Electromechanical Dynamics of the Heart: A Study of Cardiac Hysteresis
  During Physical Stress Test",2024-10-25
3568,"Exchangeable interval hypergraphs and limits of ordered discrete
  structures",2018-02-25
3569,"Frequentist Estimation of Cosmological Parameters from the MAXIMA-1
  Cosmic Microwave Background Anisotropy Data",2001-11-01
3570,"A Hierarchical Analysis of Propositional Temporal Logic Based on
  Intervals",2006-01-05
3571,On-line predictive linear regression,2005-11-21
3572,"Dynamical models for circle covering: Brownian motion and Poisson
  updating",2006-06-13
3573,"A computational theory for the classification of natural biosonar
  targets based on a spike code",2002-08-02
3574,"Frequentist Coverage Properties of Uncertainty Intervals for Weak
  Poisson Signals in the Presence of Background",2008-04-25
3575,The 1-fixed-endpoint Path Cover Problem is Polynomial on Interval Graph,2008-06-26
3576,Prime numbers in logarithmic intervals,2008-09-17
3577,"Binomial and ratio-of-Poisson-means frequentist confidence intervals
  applied to the error evaluation of cut efficiencies",2009-01-30
3578,Scaling and memory in the return intervals of realized volatility,2009-04-07
3579,Interval edge colorings of some products of graphs,2009-11-23
3580,"Indecomposable tournaments and their indecomposable subtournaments on 5
  and 7 vertices",2010-07-19
3581,"The 155-day periodicity of the sunspot area fluctuations in the solar
  cycle 16 is an alias",2010-09-16
3582,"The S-matrix in Schrödinger Representation for Curved Spacetimes in
  General Boundary Quantum Field Theory",2010-11-10
3583,Adaptive Drift-Diffusion Process to Learn Time Intervals,2011-03-11
3584,The phylogeny graphs of doubly partial orders,2011-03-23
3585,Diophantine type of interval exchange maps,2012-01-16
3586,On cyclically-interval edge colorings of trees,2012-05-01
3587,Fuzzy and interval finite element method for heat conduction problem,2012-09-26
3588,"The Contrasting Nature of Gamma-Ray/Optical Variability in the Blazar
  PKS 0208-512 During Successive Outbursts",2013-03-08
3589,OBDD-Based Representation of Interval Graphs,2013-05-13
3590,Examples of cyclically-interval non-colorable bipartite graphs,2013-05-29
3591,Remarks on the statistical aspects of the safety analysis,2013-06-06
3592,"Confidence Sets Based on Thresholding Estimators in High-Dimensional
  Gaussian Regression Models",2013-08-14
3593,F-Theory on Spin(7) Manifolds: Weak-Coupling Limit,2013-09-09
3594,Linear Recognition of Almost Interval Graphs,2014-03-06
3595,Interval cyclic edge-colorings of graphs,2014-11-02
3596,Sampled-Data Consensus over Random Networks,2015-03-23
3597,"From Haar to Lebesgue via Domain Theory, Revised version",2015-04-01
3598,"A simple and robust confidence interval for causal effects with possibly
  invalid instruments",2015-04-14
3599,EigenPrism: Inference for High-Dimensional Signal-to-Noise Ratios,2015-05-08
3600,"Statistical unfolding of elementary particle spectra: Empirical Bayes
  estimation and bias-corrected uncertainty quantification",2015-05-18
3601,"Estimation of uncertainties from missing higher orders in perturbative
  calculations",2015-05-29
3602,Specifying Concurrent Problems: Beyond Linearizability,2015-07-01
3603,The Performance of the Turek-Fletcher Model Averaged Confidence Interval,2015-12-09
3604,Towards Energy Consumption Verification via Static Analysis,2015-12-31
3605,Checking Interval Properties of Computations,2016-01-13
3606,Detection of timescales in evolving complex systems,2016-04-04
3607,Slotless Protocols for Fast and Energy-Efficient Neighbor Discovery,2016-05-18
3608,"New error measures and methods for realizing protein graphs from
  distance data",2016-07-04
3609,Fast estimation of approximate matrix ranks using spectral densities,2016-08-19
3610,"Model Checking the Logic of Allen's Relations Meets and Started-by is
  $P^NP$-Complete",2016-09-14
3611,"Variation Of The Tully-Fisher Relation As A Function Of The Magnitude
  Interval Of A Sample Of Galaxies",2016-09-27
3612,Local and Union Boxicity,2016-09-29
3613,"Eigensystem multiscale analysis for Anderson localization in energy
  intervals",2016-11-08
3614,"Asymptotic expansions of some Toeplitz determinants via the topological
  recursion",2016-11-17
3615,Inference for the mode of a log-concave density,2016-11-30
3616,"Upper bounds on the minimum coverage probability of model averaged tail
  area confidence intervals in regression",2017-02-16
3617,"Between-trial heterogeneity in meta-analyses may be partially explained
  by reported design characteristics",2017-04-21
3618,Where and When Orbits of Strongly Chaotic Systems Prefer to Go,2017-07-13
3619,"Perfect Resolution of Strong Conflict-Free Colouring of Interval
  Hypergraphs",2017-07-17
3620,Tolerance Orders of Open and Closed Intervals,2017-07-25
3621,Factor Analysis of Interval Data,2017-09-14
3622,Interval Consensus for Multiagent Networks,2018-02-04
3623,Online Coloring of Short Intervals,2018-02-26
3624,"Shellability of face posets of electrical networks and the CW poset
  property",2018-03-16
3625,Calibrated Prediction Intervals for Neural Network Regressors,2018-03-26
3626,Statistical study of time intervals between murders for serial killers,2018-11-01
3627,On the lengths of $t$-based confidence intervals,2018-12-07
3628,Model checking: the interval way,2019-01-12
3629,"Adjusted Empirical Likelihood Method for the Tail Index of A
  Heavy-Tailed Distribution",2019-04-17
3630,Toric Bruhat interval polytopes,2019-04-23
3631,Minimax Confidence Intervals for the Sliced Wasserstein Distance,2019-09-17
3632,"Efficient Automata-based Planning and Control under Spatio-Temporal
  Logic Specifications",2019-09-24
3633,High Utility Interval-Based Sequences,2019-12-24
3634,Balanced Independent and Dominating Sets on Colored Interval Graphs,2020-03-11
3635,Improper interval edge colorings of graphs,2020-03-13
3636,Interval Neural Networks: Uncertainty Scores,2020-03-25
3637,"A robust and efficient algorithm to find profile likelihood confidence
  intervals",2020-04-01
3638,Predicting tail events in a RIA-EVT-Copula framework,2020-04-07
3639,"On preconditioning and solving an extended class of interval parametric
  linear systems",2020-04-20
3640,The Bike Sharing Problem,2020-06-23
3641,"On the Capacity of the Joint Time and Concentration Modulation for
  Molecular Communications",2020-06-24
3642,"The Canonical Interval Forest (CIF) Classifier for Time Series
  Classification",2020-08-20
3643,"Fisher transformation based Confidence Intervals of Correlations in
  Fixed- and Random-Effects Meta-Analysis",2020-09-03
3644,"Rigorous computation of escape times for parameter intervals in the
  quadratic map",2021-04-08
3645,An Interval Arithmetic for Robust Error Estimation,2021-07-12
3646,"Matching Bayesian and frequentist coverage probabilities when using an
  approximate data covariance matrix",2021-08-23
3647,"Efficient Table-based Function Approximation on FPGAs using Interval
  Splitting and BRAM Instantiation",2022-04-05
